개방자치단체코드,관리번호,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자,데이터갱신구분,데이터갱신시점,최종수정시점
3220000,202632200000800204,서울특별시 강남구청,서울특별시 강남구 논현로8길 46-8,서울특별시 강남구 개포동 1176,생활방범,3,,,30,,02-3423-6771,37.4742,127.0524,2026-01-01,,2026-05-16 22:28:26,2026-05-15 16:43:01
3220000,202632200000800205,서울특별시 강남구청,서울특별시 강남구 언주로 25,서울특별시 강남구 개포동 656-1,어린이보호,4,,,30,,02-3423-6771,37.4789,127.0555,2026-01-01,,2026-05-16 22:28:26,2026-05-15 16:43:01
3220000,202632200000800206,서울특별시 강남구청,서울특별시 강남구 개포로22길 39-11,서울특별시 강남구 개포동 1204-7,어린이보호,4,,,30,,02-3423-6771,37.4771,127.0501,2026-01-01,,2026-05-16 22:28:26,2026-05-15 16:43:01
3220000,202632200000800207,서울특별시 강남구청,서울특별시 강남구 개포로36길 14,서울특별시 강남구 개포동 1210-4,어린이보호,2,,,30,,02-3423-6771,37.4786,127.0514,2026-01-01,,2026-05-16 22:28:26,2026-05-15 16:43:01
3220000,202632200000800208,서울특별시 강남구청,서울특별시 강남구 논현로6길 22,서울특별시 강남구 개포동 1172,생활방범,4,,,30,,02-3423-6771,37.4738,127.0513,2026-01-01,,2026-05-16 22:28:26,2026-05-15 16:43:01
3220000,202632200000800209,서울특별시 강남구청,서울특별시 강남구 논현로16길 9,서울특별시 강남구 개포동 1229-17,생활방범,4,,,30,,02-3423-6771,37.4763,127.0471,2026-01-01,,2026-05-16 22:28:26,2026-05-15 16:43:01
3220000,202632200000800210,서울특별시 강남구청,서울특별시 강남구 개포로31길 48,서울특별시 강남구 개포동 1267,생활방범,1,,,30,,02-3423-6771,37.4816,127.0493,2026-01-01,,2026-05-16 22:28:26,2026-05-15 16:43:01
3220000,202632200000800211,서울특별시 강남구청,서울특별시 강남구 개포로25길 32,서울특별시 강남구 개포동 1266,생활방범,3,,,30,,02-3423-6771,37.4813,127.0467,2026-01-01,,2026-05-16 22:28:26,2026-05-15 16:43:01
3220000,202632200000800212,서울특별시 강남구청,서울특별시 강남구 논현로22길 78,서울특별시 강남구 개포동 1267-1,생활방범,3,,,30,,02-3423-6771,37.4824,127.0497,2026-01-01,,2026-05-16 22:28:26,2026-05-15 16:43:01
3220000,202632200000800213,서울특별시 강남구청,,서울특별시 강남구 개포동 1164-33,생활방범,3,,,30,,02-3423-6771,37.4732,127.0533,2026-01-01,,2026-05-16 22:28:26,2026-05-15 16:43:01
3220000,202632200000800214,서울특별시 강남구청,서울특별시 강남구 논현로6길 11,서울특별시 강남구 개포동 1189-11,생활방범,5,,,30,,02-3423-6771,37.4732,127.0503,2026-01-01,,2026-05-16 22:28:26,2026-05-15 16:43:01
3220000,202632200000800215,서울특별시 강남구청,서울특별시 강남구 개포로 217,서울특별시 강남구 개포동 1247-5,생활방범,3,,,30,,02-3423-6771,37.4789,127.0468,2026-01-01,,2026-05-16 22:28:26,2026-05-15 16:43:01
3220000,202632200000800216,서울특별시 강남구청,서울특별시 강남구 논현로8길 24,서울특별시 강남구 개포동 1186,생활방범,5,,,30,,02-3423-6771,37.4741,127.051,2026-01-01,,2026-05-16 22:28:26,2026-05-15 16:43:01
3220000,202632200000800217,서울특별시 강남구청,서울특별시 강남구 개포로28길 28,서울특별시 강남구 개포동 1204-5,생활방범,3,,,30,,02-3423-6771,37.4774,127.0504,2026-01-01,,2026-05-16 22:28:26,2026-05-15 16:43:01
3220000,202632200000800218,서울특별시 강남구청,서울특별시 강남구 개포로22길 65,서울특별시 강남구 개포동 1272,생활방범,4,,,30,,02-3423-6771,37.4768,127.0514,2026-01-01,,2026-05-16 22:28:26,2026-05-15 16:43:01
3220000,202632200000800219,서울특별시 강남구청,서울특별시 강남구 논현로20길 18,서울특별시 강남구 개포동 1237-6,생활방범,3,,,30,,02-3423-6771,37.4782,127.0463,2026-01-01,,2026-05-16 22:28:26,2026-05-15 16:43:01
3220000,202632200000800220,서울특별시 강남구청,서울특별시 강남구 논현로18길 14-9,서울특별시 강남구 개포동 1234-14,생활방범,3,,,30,,02-3423-6771,37.4774,127.0466,2026-01-01,,2026-05-16 22:28:26,2026-05-15 16:43:01
3220000,202632200000800221,서울특별시 강남구청,서울특별시 강남구 개포로28길 36,서울특별시 강남구 개포동 1202-6,생활방범,4,,,30,,02-3423-6771,37.4771,127.0507,2026-01-01,,2026-05-16 22:28:26,2026-05-15 16:43:01
3220000,202632200000800222,서울특별시 강남구청,서울특별시 강남구 개포로32길 19,서울특별시 강남구 개포동 1209-12,생활방범,3,,,30,,02-3423-6771,37.4782,127.0507,2026-01-01,,2026-05-16 22:28:26,2026-05-15 16:43:01
3220000,202632200000800223,서울특별시 강남구청,서울특별시 강남구 논현로16길 20-5,서울특별시 강남구 개포동 1221-9,생활방범,3,,,30,,02-3423-6771,37.4764,127.0485,2026-01-01,,2026-05-16 22:28:26,2026-05-15 16:43:01
3220000,202632200000800224,서울특별시 강남구청,서울특별시 강남구 논현로2길 36,서울특별시 강남구 개포동 1164-13,생활방범,4,,,30,,02-3423-6771,37.4734,127.053,2026-01-01,,2026-05-16 22:28:26,2026-05-15 16:43:01
3220000,202632200000800225,서울특별시 강남구청,서울특별시 강남구 개포로15길 41,서울특별시 강남구 개포동 1239,생활방범,4,,,30,,02-3423-6771,37.4806,127.0467,2026-01-01,,2026-05-16 22:28:26,2026-05-15 16:43:01
3220000,202632200000800226,서울특별시 강남구청,서울특별시 강남구 개포로25길 13,서울특별시 강남구 개포동 1256-4,생활방범,4,,,30,,02-3423-6771,37.4779,127.0465,2026-01-01,,2026-05-16 22:28:26,2026-05-15 16:43:01
3220000,202632200000800227,서울특별시 강남구청,서울특별시 강남구 개포로28길 47,서울특별시 강남구 개포동 1271,생활방범,4,,,30,,02-3423-6771,37.4777,127.0522,2026-01-01,,2026-05-16 22:28:26,2026-05-15 16:43:01
3220000,202632200000800228,서울특별시 강남구청,서울특별시 강남구 논현로20길 4-34,서울특별시 강남구 개포동 1236-11,생활방범,3,,,30,,02-3423-6771,37.4764,127.0467,2026-01-01,,2026-05-16 22:28:26,2026-05-15 16:43:01
3220000,202632200000800229,서울특별시 강남구청,서울특별시 강남구 논현로14길 17,서울특별시 강남구 개포동 1222-6,어린이보호,4,,,30,,02-3423-6771,37.4759,127.0484,2026-01-01,,2026-05-16 22:28:26,2026-05-15 16:43:01
3220000,202632200000800230,서울특별시 강남구청,서울특별시 강남구 논현로12길 9,서울특별시 강남구 개포동 1195-6,생활방범,4,,,30,,02-3423-6771,37.4745,127.0491,2026-01-01,,2026-05-16 22:28:26,2026-05-15 16:43:01
3220000,202632200000800231,서울특별시 강남구청,서울특별시 강남구 논현로18길 14-19,서울특별시 강남구 개포동 1234-9,생활방범,4,,,30,,02-3423-6771,37.4769,127.0472,2026-01-01,,2026-05-16 22:28:26,2026-05-15 16:43:01
3220000,202632200000800232,서울특별시 강남구청,서울특별시 강남구 개포로34길 13,서울특별시 강남구 개포동 1210-12,생활방범,3,,,30,,02-3423-6771,37.4784,127.0512,2026-01-01,,2026-05-16 22:28:26,2026-05-15 16:43:01
3220000,202632200000800233,서울특별시 강남구청,서울특별시 강남구 논현로8길 35,서울특별시 강남구 개포동 1184-19,생활방범,3,,,30,,02-3423-6771,37.4744,127.0515,2026-01-01,,2026-05-16 22:28:27,2026-05-15 16:43:01
3220000,202632200000800234,서울특별시 강남구청,서울특별시 강남구 개포로 263,서울특별시 강남구 개포동 655,어린이보호,3,,,30,,02-3423-6771,37.4815,127.0521,2026-01-01,,2026-05-16 22:28:27,2026-05-15 16:43:01
3220000,202632200000800235,서울특별시 강남구청,서울특별시 강남구 논현로4길 61,서울특별시 강남구 개포동 1181-4,생활방범,4,,,30,,02-3423-6771,37.4748,127.0544,2026-01-01,,2026-05-16 22:28:27,2026-05-15 16:43:01
3220000,202632200000800236,서울특별시 강남구청,서울특별시 강남구 논현로6길 30-9,서울특별시 강남구 개포동 1175-6,생활방범,3,,,30,,02-3423-6771,37.4737,127.0524,2026-01-01,,2026-05-16 22:28:27,2026-05-15 16:43:01
3220000,202632200000800237,서울특별시 강남구청,서울특별시 강남구 논현로4길 28,서울특별시 강남구 개포동 1167,생활방범,4,,,30,,02-3423-6771,37.4729,127.0523,2026-01-01,,2026-05-16 22:28:27,2026-05-15 16:43:01
3220000,202632200000800238,서울특별시 강남구청,서울특별시 강남구 양재천동자전거길 355,서울특별시 강남구 개포동 1279,생활방범,3,,,30,,02-3423-6771,37.484,127.0514,2026-01-01,,2026-05-16 22:28:27,2026-05-15 16:43:01
3220000,202632200000800239,서울특별시 강남구청,서울특별시 강남구 논현로18길 10-13,서울특별시 강남구 개포동 1235-16,생활방범,3,,,30,,02-3423-6771,37.4771,127.0465,2026-01-01,,2026-05-16 22:28:27,2026-05-15 16:43:01
3220000,202632200000800240,서울특별시 강남구청,서울특별시 강남구 개포로21길 10,서울특별시 강남구 개포동 1257,생활방범,4,,,30,,02-3423-6771,37.4794,127.0471,2026-01-01,,2026-05-16 22:28:27,2026-05-15 16:43:01
3220000,202632200000800241,서울특별시 강남구청,,서울특별시 강남구 개포동 1267-2,생활방범,3,,,30,,02-3423-6771,37.4836,127.0509,2026-01-01,,2026-05-16 22:28:27,2026-05-15 16:43:01
3220000,202632200000800242,서울특별시 강남구청,서울특별시 강남구 양재천동자전거길 355,서울특별시 강남구 개포동 1279,생활방범,3,,,30,,02-3423-6771,37.4813,127.0464,2026-01-01,,2026-05-16 22:28:27,2026-05-15 16:43:01
3220000,202632200000800243,서울특별시 강남구청,서울특별시 강남구 논현로12길 5,서울특별시 강남구 개포동 1195-7,생활방범,3,,,30,,02-3423-6771,37.4743,127.0487,2026-01-01,,2026-05-16 22:28:27,2026-05-15 16:43:01
3220000,202632200000800244,서울특별시 강남구청,서울특별시 강남구 개포로 257,서울특별시 강남구 개포동 1262-9,어린이보호,4,,,30,,02-3423-6771,37.4795,127.0509,2026-01-01,,2026-05-16 22:28:27,2026-05-15 16:43:01
3220000,202632200000800245,서울특별시 강남구청,서울특별시 강남구 개포로25길 8,서울특별시 강남구 개포동 1260,생활방범,3,,,30,,02-3423-6771,37.4795,127.0484,2026-01-01,,2026-05-16 22:28:27,2026-05-15 16:43:01
3220000,202632200000800246,서울특별시 강남구청,서울특별시 강남구 개포로 240,서울특별시 강남구 개포동 1217-6,생활방범,5,,,30,,02-3423-6771,37.4787,127.0491,2026-01-01,,2026-05-16 22:28:27,2026-05-15 16:43:01
3220000,202632200000800247,서울특별시 강남구청,서울특별시 강남구 개포로15길 17,서울특별시 강남구 개포동 1239-10,생활방범,4,,,30,,02-3423-6771,37.4795,127.0449,2026-01-01,,2026-05-16 22:28:27,2026-05-15 16:43:01
3220000,202632200000800248,서울특별시 강남구청,서울특별시 강남구 개포로 205,서울특별시 강남구 개포동 1239-19,생활방범,3,,,30,,02-3423-6771,37.4786,127.045,2026-01-01,,2026-05-16 22:28:27,2026-05-15 16:43:01
3220000,202632200000800249,서울특별시 강남구청,서울특별시 강남구 논현로8길 62,서울특별시 강남구 개포동 1180,생활방범,4,,,30,,02-3423-6771,37.4752,127.0537,2026-01-01,,2026-05-16 22:28:27,2026-05-15 16:43:01
3220000,202632200000800250,서울특별시 강남구청,서울특별시 강남구 개포로31길 31,서울특별시 강남구 개포동 1265-4,생활방범,4,,,30,,02-3423-6771,37.4809,127.0487,2026-01-01,,2026-05-16 22:28:27,2026-05-15 16:43:01
3220000,202632200000800251,서울특별시 강남구청,서울특별시 강남구 논현로18길 22-8,서울특별시 강남구 개포동 1233-3,생활방범,3,,,30,,02-3423-6771,37.4777,127.0471,2026-01-01,,2026-05-16 22:28:27,2026-05-15 16:43:02
3220000,202632200000800252,서울특별시 강남구청,,서울특별시 강남구 개포동 658-3,생활방범,3,,,30,,02-3423-6771,37.4756,127.0576,2026-01-01,,2026-05-16 22:28:27,2026-05-15 16:43:02
3220000,202632200000800253,서울특별시 강남구청,서울특별시 강남구 개포로 224,서울특별시 강남구 개포동 1231,생활방범,4,,,30,,02-3423-6771,37.4787,127.0474,2026-01-01,,2026-05-16 22:28:27,2026-05-15 16:43:02
3220000,202632200000800254,서울특별시 강남구청,서울특별시 강남구 개포로20길 48,서울특별시 강남구 개포동 1220,생활방범,1,,,30,,02-3423-6771,37.4762,127.049,2026-01-01,,2026-05-16 22:28:27,2026-05-15 16:43:02
3220000,202632200000800255,서울특별시 강남구청,서울특별시 강남구 논현로10길 24,서울특별시 강남구 개포동 1184,어린이보호,4,,,30,,02-3423-6771,37.4747,127.0503,2026-01-01,,2026-05-16 22:28:27,2026-05-15 16:43:02
3220000,202632200000800256,서울특별시 강남구청,서울특별시 강남구 개포로 261,서울특별시 강남구 개포동 1268,생활방범,4,,,30,,02-3423-6771,37.4798,127.051,2026-01-01,,2026-05-16 22:28:27,2026-05-15 16:43:02
3220000,202632200000800257,서울특별시 강남구청,서울특별시 강남구 개포로 261,서울특별시 강남구 개포동 1268,어린이보호,4,,,30,,02-3423-6771,37.4795,127.0513,2026-01-01,,2026-05-16 22:28:27,2026-05-15 16:43:02
3220000,202632200000800258,서울특별시 강남구청,서울특별시 강남구 개포로 202,서울특별시 강남구 개포동 1239-17,생활방범,5,,,30,,02-3423-6771,37.4783,127.045,2026-01-01,,2026-05-16 22:28:27,2026-05-15 16:43:02
3220000,202632200000800259,서울특별시 강남구청,서울특별시 강남구 개포로30길 11,서울특별시 강남구 개포동 1213-8,생활방범,3,,,30,,02-3423-6771,37.4786,127.0498,2026-01-01,,2026-05-16 22:28:27,2026-05-15 16:43:02
3220000,202632200000800260,서울특별시 강남구청,서울특별시 강남구 개포로24길 29,서울특별시 강남구 개포동 1205-5,생활방범,4,,,30,,02-3423-6771,37.4771,127.0497,2026-01-01,,2026-05-16 22:28:27,2026-05-15 16:43:02
3220000,202632200000800261,서울특별시 강남구청,서울특별시 강남구 개포로22길 87,서울특별시 강남구 개포동 1273,어린이보호,3,,,30,,02-3423-6771,37.4754,127.0529,2026-01-01,,2026-05-16 22:28:27,2026-05-15 16:43:02
3220000,202632200000800262,서울특별시 강남구청,서울특별시 강남구 언주로7길 44,서울특별시 강남구 개포동 656,어린이보호,4,,,30,,02-3423-6771,37.4762,127.054,2026-01-01,,2026-05-16 22:28:27,2026-05-15 16:43:02
3220000,202632200000800263,서울특별시 강남구청,서울특별시 강남구 개포로25길 17-7,서울특별시 강남구 개포동 1255-2,생활방범,2,,,30,,02-3423-6771,37.4801,127.0475,2026-01-01,,2026-05-16 22:28:27,2026-05-15 16:43:02
3220000,202632200000800264,서울특별시 강남구청,,서울특별시 강남구 개포동 1271-18,생활방범,3,,,30,,02-3423-6771,37.4768,127.0536,2026-01-01,,2026-05-16 22:28:27,2026-05-15 16:43:02
3220000,202632200000800265,서울특별시 강남구청,서울특별시 강남구 논현로8길 58-7,서울특별시 강남구 개포동 1180-6,생활방범,3,,,30,,02-3423-6771,37.4747,127.0538,2026-01-01,,2026-05-16 22:28:27,2026-05-15 16:43:02
3220000,202632200000800266,서울특별시 강남구청,,서울특별시 강남구 개포동 1271-18,생활방범,4,,,30,,02-3423-6771,37.4778,127.053,2026-01-01,,2026-05-16 22:28:27,2026-05-15 16:43:02
3220000,202632200000800267,서울특별시 강남구청,,서울특별시 강남구 개포동 1271-18,생활방범,3,,,30,,02-3423-6771,37.4792,127.0523,2026-01-01,,2026-05-16 22:28:27,2026-05-15 16:43:02
3220000,202632200000800268,서울특별시 강남구청,서울특별시 강남구 논현로16길 30,서울특별시 강남구 개포동 1219,생활방범,4,,,30,,02-3423-6771,37.4772,127.0487,2026-01-01,,2026-05-16 22:28:27,2026-05-15 16:43:02
3220000,202632200000800269,서울특별시 강남구청,서울특별시 강남구 개포로28길 15,서울특별시 강남구 개포동 1214-5,생활방범,2,,,30,,02-3423-6771,37.478,127.05,2026-01-01,,2026-05-16 22:28:27,2026-05-15 16:43:02
3220000,202632200000800270,서울특별시 강남구청,서울특별시 강남구 개포로22길 65,서울특별시 강남구 개포동 1272,생활방범,3,,,30,,02-3423-6771,37.4763,127.0527,2026-01-01,,2026-05-16 22:28:27,2026-05-15 16:43:02
3220000,202632200000800271,서울특별시 강남구청,서울특별시 강남구 개포로 261,서울특별시 강남구 개포동 1268,생활방범,4,,,30,,02-3423-6771,37.4807,127.051,2026-01-01,,2026-05-16 22:28:27,2026-05-15 16:43:02
3220000,202632200000800272,서울특별시 강남구청,서울특별시 강남구 언주로 107,서울특별시 강남구 개포동 654,생활방범,2,,,30,,02-3423-6771,37.4821,127.053,2026-01-01,,2026-05-16 22:28:27,2026-05-15 16:43:02
3220000,202632200000800273,서울특별시 강남구청,서울특별시 강남구 논현로6길 18-10,서울특별시 강남구 개포동 1171-4,생활방범,1,,,30,,02-3423-6771,37.4736,127.051,2026-01-01,,2026-05-16 22:28:27,2026-05-15 16:43:02
3220000,202632200000800274,서울특별시 강남구청,서울특별시 강남구 언주로 107,서울특별시 강남구 개포동 654,생활방범,4,,,30,,02-3423-6771,37.4822,127.0497,2026-01-01,,2026-05-16 22:28:28,2026-05-15 16:43:02
3220000,202632200000800275,서울특별시 강남구청,서울특별시 강남구 개포로31길 17,서울특별시 강남구 개포동 1263-6,생활방범,3,,,30,,02-3423-6771,37.4803,127.049,2026-01-01,,2026-05-16 22:28:28,2026-05-15 16:43:02
3220000,202632200000800276,서울특별시 강남구청,서울특별시 강남구 개포로17길 6,서울특별시 강남구 개포동 1247-4,생활방범,3,,,30,,02-3423-6771,37.4789,127.0464,2026-01-01,,2026-05-16 22:28:28,2026-05-15 16:43:02
3220000,202632200000800277,서울특별시 강남구청,서울특별시 강남구 개포로20길 48,서울특별시 강남구 개포동 1220,생활방범,1,,,30,,02-3423-6771,37.4761,127.0493,2026-01-01,,2026-05-16 22:28:28,2026-05-15 16:43:02
3220000,202632200000800278,서울특별시 강남구청,서울특별시 강남구 논현로14길9,서울특별시 강남구 개포동 1225-2,생활방범,2,,,30,,02-3423-6771,37.4756,127.048,2026-01-01,,2026-05-16 22:28:28,2026-05-15 16:43:02
3220000,202632200000800279,서울특별시 강남구청,,서울특별시 강남구 개포동 산 217-4,재난재해,3,,,30,,02-3423-6771,37.4721,127.0527,2026-01-01,,2026-05-16 22:28:28,2026-05-15 16:43:02
3220000,202632200000800280,서울특별시 강남구청,,서울특별시 강남구 개포동 산 53-42,재난재해,2,,,30,,02-3423-6771,37.474,127.0706,2026-01-01,,2026-05-16 22:28:28,2026-05-15 16:43:02
3220000,202632200000800281,서울특별시 강남구청,,서울특별시 강남구 개포동 133-1,재난재해,1,,,30,,02-3423-6771,37.4816,127.0701,2026-01-01,,2026-05-16 22:28:28,2026-05-15 16:43:02
3220000,202632200000800282,서울특별시 강남구청,,서울특별시 강남구 개포동 178-3,재난재해,2,,,30,,02-3423-6771,37.4823,127.071,2026-01-01,,2026-05-16 22:28:28,2026-05-15 16:43:02
3220000,202632200000800283,서울특별시 강남구청,,서울특별시 강남구 개포동 산 46-16,재난재해,1,,,30,,02-3423-6771,37.4852,127.0754,2026-01-01,,2026-05-16 22:28:28,2026-05-15 16:43:02
3220000,202632200000800284,서울특별시 강남구청,,서울특별시 강남구 일원동 산63-47,재난재해,1,,,30,,02-3423-6771,37.4835,127.0945,2026-01-01,,2026-05-16 22:28:28,2026-05-15 16:43:02
3220000,202632200000800285,서울특별시 강남구청,,서울특별시 강남구 수서동 592-4,재난재해,4,,,30,,02-3423-6771,37.4835,127.0945,2026-01-01,,2026-05-16 22:28:28,2026-05-15 16:43:02
3220000,202632200000800286,서울특별시 강남구청,서울특별시 강남구 영동대로 131길 26,서울특별시 강남구 청담동 66-3,재난재해,4,,,30,,02-3423-6771,37.5214,127.0535,2026-01-01,,2026-05-16 22:28:28,2026-05-15 16:43:02
3220000,202632200000800287,서울특별시 강남구청,,서울특별시 강남구 일원동 732-2,재난재해,3,,,30,,02-3423-6771,37.4807,127.0797,2026-01-01,,2026-05-16 22:28:28,2026-05-15 16:43:02
3220000,202632200000800288,서울특별시 강남구청,,서울특별시 강남구 일원동 732-2,재난재해,4,,,30,,02-3423-6771,37.4807,127.0795,2026-01-01,,2026-05-16 22:28:28,2026-05-15 16:43:02
3220000,202632200000800289,서울특별시 강남구청,,서울특별시 강남구 일원동 732-2,재난재해,4,,,30,,02-3423-6771,37.4793,127.0751,2026-01-01,,2026-05-16 22:28:28,2026-05-15 16:43:02
3220000,202632200000800290,서울특별시 강남구청,,서울특별시 강남구 일원동 732-2,재난재해,4,,,30,,02-3423-6771,37.4799,127.0755,2026-01-01,,2026-05-16 22:28:28,2026-05-15 16:43:02
3220000,202632200000800291,서울특별시 강남구청,,서울특별시 강남구 일원동 732-2,재난재해,3,,,30,,02-3423-6771,37.4795,127.0773,2026-01-01,,2026-05-16 22:28:28,2026-05-15 16:43:02
3220000,202632200000800292,서울특별시 강남구청,,서울특별시 강남구 자곡동 690,생활방범,4,,,30,,02-3423-6771,37.4707,127.0935,2026-01-01,,2026-05-16 22:28:28,2026-05-15 16:43:02
3220000,202632200000800293,서울특별시 강남구청,,서울특별시 강남구 세곡동 산 50-15,생활방범,3,,,30,,02-3423-6771,37.4698,127.0933,2026-01-01,,2026-05-16 22:28:28,2026-05-15 16:43:02
3220000,202632200000800294,서울특별시 강남구청,,서울특별시 강남구 자곡동 690,생활방범,2,,,30,,02-3423-6771,37.4712,127.0959,2026-01-01,,2026-05-16 22:28:28,2026-05-15 16:43:02
3220000,202632200000800295,서울특별시 강남구청,,서울특별시 강남구 도곡동 산 29-14,생활방범,3,,,30,,02-3423-6771,37.4883,127.0469,2026-01-01,,2026-05-16 22:28:28,2026-05-15 16:43:02
3220000,202632200000800296,서울특별시 강남구청,,서울특별시 강남구 도곡동 산 130,생활방범,3,,,30,,02-3423-6771,37.4874,127.0417,2026-01-01,,2026-05-16 22:28:28,2026-05-15 16:43:02
3220000,202632200000800297,서울특별시 강남구청,,서울특별시 강남구 도곡동 산 32-3,생활방범,2,,,30,,02-3423-6771,37.4885,127.0425,2026-01-01,,2026-05-16 22:28:28,2026-05-15 16:43:02
3220000,202632200000800298,서울특별시 강남구청,,서울특별시 강남구 도곡동 산 32-3,생활방범,2,,,30,,02-3423-6771,37.4885,127.043,2026-01-01,,2026-05-16 22:28:28,2026-05-15 16:43:02
3220000,202632200000800299,서울특별시 강남구청,,서울특별시 강남구 도곡동 산 181,생활방범,2,,,30,,02-3423-6771,37.489,127.0418,2026-01-01,,2026-05-16 22:28:28,2026-05-15 16:43:02
3220000,202632200000800300,서울특별시 강남구청,,서울특별시 강남구 도곡동 산 178-1,생활방범,2,,,30,,02-3423-6771,37.4914,127.0428,2026-01-01,,2026-05-16 22:28:28,2026-05-15 16:43:02
3220000,202632200000800301,서울특별시 강남구청,,서울특별시 강남구 도곡동 산 32-6,생활방범,2,,,30,,02-3423-6771,37.4906,127.0446,2026-01-01,,2026-05-16 22:28:28,2026-05-15 16:43:02
3220000,202632200000800302,서울특별시 강남구청,,서울특별시 강남구 도곡동 산 32-6,생활방범,2,,,30,,02-3423-6771,37.4902,127.0436,2026-01-01,,2026-05-16 22:28:28,2026-05-15 16:43:02
3220000,202632200000800303,서울특별시 강남구청,,서울특별시 강남구 도곡동 산 6-41,생활방범,2,,,30,,02-3423-6771,37.4916,127.0447,2026-01-01,,2026-05-16 22:28:28,2026-05-15 16:43:02
3220000,202632200000800304,서울특별시 강남구청,,서울특별시 강남구 도곡동 산 6-41,생활방범,1,,,30,,02-3423-6771,37.4919,127.0446,2026-01-01,,2026-05-16 22:28:28,2026-05-15 16:43:02
3220000,202632200000800305,서울특별시 강남구청,,서울특별시 강남구 도곡동 산 6-18,생활방범,3,,,30,,02-3423-6771,37.4918,127.0474,2026-01-01,,2026-05-16 22:28:28,2026-05-15 16:43:02
3220000,202632200000800306,서울특별시 강남구청,,서울특별시 강남구 개포동 1271,생활방범,3,,,30,,02-3423-6771,37.4781,127.052,2026-01-01,,2026-05-16 22:28:28,2026-05-15 16:43:02
3220000,202632200000800307,서울특별시 강남구청,,서울특별시 강남구 개포동 1271,생활방범,2,,,30,,02-3423-6771,37.4773,127.0509,2026-01-01,,2026-05-16 22:28:28,2026-05-15 16:43:02
3220000,202632200000800308,서울특별시 강남구청,,서울특별시 강남구 개포동 1271,생활방범,4,,,30,,02-3423-6771,37.479,127.0523,2026-01-01,,2026-05-16 22:28:28,2026-05-15 16:43:02
3220000,202632200000800309,서울특별시 강남구청,,서울특별시 강남구 개포동 1271,생활방범,2,,,30,,02-3423-6771,37.4794,127.0513,2026-01-01,,2026-05-16 22:28:28,2026-05-15 16:43:02
3220000,202632200000800310,서울특별시 강남구청,,서울특별시 강남구 개포동 1268,생활방범,4,,,30,,02-3423-6771,37.4801,127.0502,2026-01-01,,2026-05-16 22:28:28,2026-05-15 16:43:02
3220000,202632200000800311,서울특별시 강남구청,,서울특별시 강남구 개포동 1268,생활방범,2,,,30,,02-3423-6771,37.4812,127.0494,2026-01-01,,2026-05-16 22:28:15,2026-05-15 16:43:02
3220000,202632200000800312,서울특별시 강남구청,,서울특별시 강남구 개포동 1274,생활방범,3,,,30,,02-3423-6771,37.4761,127.0557,2026-01-01,,2026-05-16 22:28:15,2026-05-15 16:43:02
3220000,202632200000800313,서울특별시 강남구청,,서울특별시 강남구 개포동 1274,생활방범,2,,,30,,02-3423-6771,37.4826,127.0674,2026-01-01,,2026-05-16 22:28:15,2026-05-15 16:43:02
3220000,202632200000800314,서울특별시 강남구청,,서울특별시 강남구 개포동 1277-1,생활방범,2,,,30,,02-3423-6771,37.4746,127.0561,2026-01-01,,2026-05-16 22:28:15,2026-05-15 16:43:02
3220000,202632200000800315,서울특별시 강남구청,,서울특별시 강남구 개포동 118-29,생활방범,3,,,30,,02-3423-6771,37.475,127.0692,2026-01-01,,2026-05-16 22:28:15,2026-05-15 16:43:02
3220000,202632200000800316,서울특별시 강남구청,,서울특별시 강남구 개포동 산 53-28,생활방범,3,,,30,,02-3423-6771,37.473,127.071,2026-01-01,,2026-05-16 22:28:15,2026-05-15 16:43:02
3220000,202632200000800317,서울특별시 강남구청,,서울특별시 강남구 개포동 산 53-59,생활방범,3,,,30,,02-3423-6771,37.4745,127.07,2026-01-01,,2026-05-16 22:28:15,2026-05-15 16:43:02
3220000,202632200000800318,서울특별시 강남구청,,서울특별시 강남구 개포동 산 55-1,생활방범,3,,,30,,02-3423-6771,37.4805,127.0722,2026-01-01,,2026-05-16 22:28:15,2026-05-15 16:43:02
3220000,202632200000800319,서울특별시 강남구청,,서울특별시 강남구 개포동 192,생활방범,4,,,30,,02-3423-6771,37.4854,127.0755,2026-01-01,,2026-05-16 22:28:15,2026-05-15 16:43:02
3220000,202632200000800320,서울특별시 강남구청,,서울특별시 강남구 수서동 206-2,생활방범,4,,,30,,02-3423-6771,37.4864,127.1024,2026-01-01,,2026-05-16 22:28:15,2026-05-15 16:43:02
3220000,202632200000800321,서울특별시 강남구청,,서울특별시 강남구 세곡동 산 54,생활방범,2,,,30,,02-3423-6771,37.464,127.1,2026-01-01,,2026-05-16 22:28:15,2026-05-15 16:43:02
3220000,202632200000800322,서울특별시 강남구청,,서울특별시 강남구 일원동 433,생활방범,3,,,30,,02-3423-6771,37.4809,127.0758,2026-01-01,,2026-05-16 22:28:15,2026-05-15 16:43:02
3220000,202632200000800323,서울특별시 강남구청,,서울특별시 강남구 일원동 산 52-9,생활방범,3,,,30,,02-3423-6771,37.4779,127.0757,2026-01-01,,2026-05-16 22:28:15,2026-05-15 16:43:02
